team,season,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,offense_snaps,rush_snaps,pass_snaps,total_off_points,total_def_points,win,loss,tie,record,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,rush_pct,pass_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch
NYG,2013,REG,593.0,64.0,613.0,8.0,5207,538.0,325.0,213.0,3875.0,5372.0,3875.0,1490.0,382,1332.0,48.0,176.0,77.0,69.0,142.0,6.0,6.0,14.0,18.0,1.0,29.0,26.0,15.0,16.0,10.0,0.0,989,373,607,300.0,36.0,7.0,9.0,0.0,'7-9-0,0.438,37.0625,4.0,38.3125,0.5,325.4375,33.625,20.3125,13.3125,242.1875,335.75,242.1875,93.125,23.875,83.25,3.0,11.0,4.8125,4.3125,8.875,0.375,0.375,0.875,1.125,0.0625,1.8125,1.625,0.9375,1.0,0.625,0.0,0.38,0.61,5372.0,5372.0,325.0,18.0,538.0,5.26,9.985,1.047,1.027,0.604,0.054,0.033,7.2,0.033,7.2,9.99,11.92,0.037,3.49,1245.0,50.0,0.04,9082.0,7.29
NYJ,2013,REG,741.0,87.0,561.0,35.0,5428,458.0,266.0,192.0,3270.0,4326.0,3270.0,1345.0,493,2158.0,37.0,154.0,105.0,90.0,141.0,1.0,7.0,12.0,13.0,0.0,22.0,17.0,7.0,10.0,7.0,0.0,1020,485,526,282.0,36.0,8.0,8.0,0.0,'8-8-0,0.5,46.3125,5.4375,35.0625,2.1875,339.25,28.625,16.625,12.0,204.375,270.375,204.375,84.0625,30.8125,134.875,2.3125,9.625,6.5625,5.625,8.8125,0.0625,0.4375,0.75,0.8125,0.0,1.375,1.0625,0.4375,0.625,0.4375,0.0,0.48,0.52,4326.0,4326.0,266.0,13.0,458.0,5.32,9.445,0.984,0.966,0.581,0.048,0.028,7.14,0.028,7.14,9.45,12.29,0.024,4.38,1217.0,38.0,0.03,8698.0,7.15
PHI,2013,POST,47.0,41.0,35.0,0.0,275,33.0,23.0,10.0,195.0,241.0,195.0,43.0,22,80.0,1.0,10.0,6.0,3.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,22,35,24.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,58.11764705882353,46.588235294117645,36.94117647058823,2.0,425.2352941176471,31.294117647058822,19.58823529411765,11.705882352941176,270.6470588235294,308.05882352941177,270.7647058823529,122.52941176470588,30.88235294117647,154.58823529411765,3.1176470588235294,12.176470588235293,8.176470588235293,5.0588235294117645,8.176470588235293,0.5294117647058824,0.4117647058823529,1.2941176470588236,2.0,0.0,0.5294117647058824,1.2352941176470589,0.5294117647058824,0.5882352941176471,0.6470588235294118,0.17647058823529413,0.39,0.61,241.0,241.0,23.0,2.0,33.0,4.82,7.303,0.046,0.055,0.697,0.0,0.061,5.91,0.061,5.91,7.3,8.48,0.045,3.64,78.0,5.0,0.06,470.0,6.03
PHI,2013,REG,941.0,751.0,593.0,34.0,6954,499.0,310.0,189.0,4406.0,4996.0,4408.0,2040.0,503,2548.0,52.0,197.0,133.0,83.0,130.0,7.0,7.0,21.0,32.0,0.0,9.0,21.0,9.0,10.0,11.0,3.0,1062,481,559,440.0,12.0,10.0,7.0,0.0,'10-7-0,0.588,58.11764705882353,46.588235294117645,36.94117647058823,2.0,425.2352941176471,31.294117647058822,19.58823529411765,11.705882352941176,270.6470588235294,308.05882352941177,270.7647058823529,122.52941176470588,30.88235294117647,154.58823529411765,3.1176470588235294,12.176470588235293,8.176470588235293,5.0588235294117645,8.176470588235293,0.5294117647058824,0.4117647058823529,1.2941176470588236,2.0,0.0,0.5294117647058824,1.2352941176470589,0.5294117647058824,0.5882352941176471,0.6470588235294118,0.17647058823529413,0.45,0.53,4996.0,4996.0,310.0,32.0,499.0,6.55,10.012,0.946,0.828,0.621,0.018,0.064,8.83,0.064,8.83,10.01,14.22,0.042,5.07,1312.0,85.0,0.06,11362.0,8.66
PIT,2013,REG,600.0,252.0,638.0,14.0,5689,572.0,377.0,195.0,4306.0,4958.0,4252.0,2005.0,395,1383.0,35.0,207.0,81.0,82.0,134.0,9.0,6.0,9.0,28.0,0.0,14.0,17.0,10.0,13.0,4.0,1.0,1025,385,624,355.0,12.0,8.0,8.0,0.0,'8-8-0,0.5,37.5,15.75,39.875,0.875,355.5625,35.75,23.5625,12.1875,269.125,309.875,265.75,125.3125,24.6875,86.4375,2.1875,12.9375,5.0625,5.125,8.375,0.5625,0.375,0.5625,1.75,0.0,0.875,1.0625,0.625,0.8125,0.25,0.0625,0.38,0.61,4958.0,4958.0,377.0,28.0,572.0,5.55,8.668,1.002,1.021,0.659,0.024,0.049,7.53,0.049,7.43,8.67,11.28,0.023,3.5,1344.0,65.0,0.05,9941.0,7.4
SEA,2013,POST,94.0,1.0,82.0,7.0,948,69.0,43.0,26.0,524.0,543.0,524.0,192.0,93,424.0,7.0,23.0,17.0,17.0,23.0,1.0,4.0,5.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,169,90,76,81.0,0.0,16.0,3.0,0.0,'16-3-0,0.842,32.578947368421055,0.7894736842105263,31.36842105263158,3.210526315789474,349.6842105263158,25.263157894736842,16.31578947368421,8.947368421052632,212.21052631578948,238.8421052631579,212.21052631578948,89.94736842105263,31.68421052631579,137.47368421052633,3.1052631578947367,9.631578947368421,7.0,4.894736842105263,7.947368421052632,0.3684210526315789,0.47368421052631576,1.0526315789473684,1.5789473684210527,0.0,0.47368421052631576,1.5263157894736843,0.631578947368421,1.105263157894737,0.47368421052631576,0.21052631578947367,0.53,0.45,543.0,543.0,43.0,3.0,69.0,5.61,7.87,0.793,1.131,0.623,0.0,0.043,7.59,0.043,7.59,7.87,12.19,0.054,4.56,205.0,11.0,0.05,1472.0,7.18
SEA,2013,REG,525.0,14.0,514.0,54.0,5696,411.0,267.0,144.0,3508.0,3995.0,3508.0,1517.0,509,2188.0,52.0,160.0,116.0,76.0,128.0,6.0,5.0,15.0,27.0,0.0,9.0,25.0,11.0,19.0,7.0,4.0,974,491,463,396.0,6.0,16.0,3.0,0.0,'16-3-0,0.842,32.578947368421055,0.7894736842105263,31.36842105263158,3.210526315789474,349.6842105263158,25.263157894736842,16.31578947368421,8.947368421052632,212.21052631578948,238.8421052631579,212.21052631578948,89.94736842105263,31.68421052631579,137.47368421052633,3.1052631578947367,9.631578947368421,7.0,4.894736842105263,7.947368421052632,0.3684210526315789,0.47368421052631576,1.0526315789473684,1.5789473684210527,0.0,0.47368421052631576,1.5263157894736843,0.631578947368421,1.105263157894737,0.47368421052631576,0.21052631578947367,0.5,0.48,3995.0,3995.0,267.0,27.0,411.0,5.85,9.72,5.832,6.738,0.65,0.022,0.066,8.54,0.066,8.54,9.72,13.14,0.029,4.3,1187.0,69.0,0.06,9204.0,7.75
SF,2013,POST,89.0,5.0,95.0,5.0,1030,81.0,45.0,36.0,576.0,916.0,576.0,152.0,92,454.0,11.0,31.0,21.0,15.0,22.0,3.0,1.0,3.0,3.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,182,91,90,63.0,0.0,14.0,5.0,0.0,'14-5-0,0.737,28.36842105263158,1.3157894736842106,31.473684210526315,2.8947368421052633,339.0,25.789473684210527,15.210526315789474,10.578947368421053,199.26315789473685,256.10526315789474,199.26315789473685,78.47368421052632,31.42105263157895,139.73684210526315,3.789473684210526,9.421052631578947,7.157894736842105,4.842105263157895,8.210526315789474,0.5263157894736842,0.2631578947368421,1.105263157894737,1.263157894736842,0.05263157894736842,0.5789473684210527,1.3157894736842106,0.7894736842105263,0.8421052631578947,0.47368421052631576,0.21052631578947367,0.5,0.49,916.0,916.0,45.0,3.0,81.0,5.66,11.309,0.939,1.038,0.556,0.037,0.037,7.11,0.037,7.11,11.31,12.8,0.033,4.93,218.0,9.0,0.04,1606.0,7.37
SF,2013,REG,450.0,20.0,503.0,50.0,5411,409.0,244.0,165.0,3210.0,3950.0,3210.0,1339.0,505,2201.0,61.0,148.0,115.0,77.0,134.0,7.0,4.0,18.0,21.0,1.0,8.0,21.0,14.0,13.0,8.0,3.0,961,489,456,375.0,6.0,14.0,5.0,0.0,'14-5-0,0.737,28.36842105263158,1.3157894736842106,31.473684210526315,2.8947368421052633,339.0,25.789473684210527,15.210526315789474,10.578947368421053,199.26315789473685,256.10526315789474,199.26315789473685,78.47368421052632,31.42105263157895,139.73684210526315,3.789473684210526,9.421052631578947,7.157894736842105,4.842105263157895,8.210526315789474,0.5263157894736842,0.2631578947368421,1.105263157894737,1.263157894736842,0.05263157894736842,0.5789473684210527,1.3157894736842106,0.7894736842105263,0.8421052631578947,0.47368421052631576,0.21052631578947367,0.51,0.47,3950.0,3950.0,244.0,21.0,409.0,5.63,9.658,4.051,5.244,0.597,0.02,0.051,7.85,0.051,7.85,9.66,13.16,0.036,4.36,1158.0,60.0,0.05,8621.0,7.44
TB,2013,REG,459.0,47.0,574.0,13.0,4793,502.0,291.0,211.0,3181.0,4714.0,3181.0,1136.0,420,1612.0,45.0,157.0,75.0,69.0,152.0,8.0,14.0,6.0,22.0,1.0,12.0,20.0,10.0,9.0,11.0,2.0,981,411,561,270.0,12.0,4.0,12.0,0.0,'4-12-0,0.25,28.6875,2.9375,35.875,0.8125,299.5625,31.375,18.1875,13.1875,198.8125,294.625,198.8125,71.0,26.25,100.75,2.8125,9.8125,4.6875,4.3125,9.5,0.5,0.875,0.375,1.375,0.0625,0.75,1.25,0.625,0.5625,0.6875,0.125,0.42,0.57,4714.0,4714.0,291.0,22.0,502.0,4.89,9.39,0.83,0.914,0.58,0.024,0.044,6.34,0.044,6.34,9.39,10.93,0.014,3.84,1213.0,50.0,0.04,7974.0,6.57
TEN,2013,REG,571.0,73.0,609.0,44.0,5604,517.0,328.0,189.0,3710.0,4799.0,3710.0,1661.0,462,1894.0,43.0,172.0,103.0,94.0,133.0,11.0,6.0,16.0,22.0,3.0,16.0,24.0,7.0,12.0,12.0,1.0,1032,452,566,346.0,12.0,7.0,9.0,0.0,'7-9-0,0.438,35.6875,4.5625,38.0625,2.75,350.25,32.3125,20.5,11.8125,231.875,299.9375,231.875,103.8125,28.875,118.375,2.6875,10.75,6.4375,5.875,8.3125,0.6875,0.375,1.0,1.375,0.1875,1.0,1.5,0.4375,0.75,0.75,0.0625,0.44,0.55,4799.0,4799.0,328.0,22.0,517.0,5.43,9.282,1.003,0.987,0.634,0.031,0.043,7.18,0.043,7.18,9.28,11.31,0.035,4.1,1307.0,60.0,0.05,9314.0,7.13
WAS,2013,REG,845.0,117.0,693.0,39.0,6221,592.0,355.0,237.0,4057.0,5192.0,4057.0,1843.0,454,2164.0,45.0,198.0,112.0,95.0,140.0,6.0,14.0,18.0,20.0,1.0,19.0,30.0,14.0,19.0,11.0,1.0,1112,451,655,330.0,12.0,3.0,13.0,0.0,'3-13-0,0.188,52.8125,7.3125,43.3125,2.4375,388.8125,37.0,22.1875,14.8125,253.5625,324.5,253.5625,115.1875,28.375,135.25,2.8125,12.375,7.0,5.9375,8.75,0.375,0.875,1.125,1.25,0.0625,1.1875,1.875,0.875,1.1875,0.6875,0.0625,0.41,0.59,5192.0,5192.0,355.0,20.0,592.0,5.59,8.77,20.935,21.143,0.6,0.032,0.034,6.85,0.034,6.85,8.77,11.43,0.04,4.77,1401.0,58.0,0.04,10278.0,7.34
ARI,2014,POST,29.0,2.0,32.0,0.0,109,26.0,16.0,10.0,82.0,249.0,106.0,43.0,15,27.0,3.0,5.0,2.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,3.0,0.0,47,15,32,14.0,0.0,11.0,6.0,0.0,'11-6-0,0.647,34.294117647058826,1.1176470588235294,37.94117647058823,0.9411764705882353,318.05882352941177,34.23529411764706,19.764705882352942,14.470588235294118,239.52941176470588,369.2352941176471,240.94117647058823,96.88235294117646,24.41176470588235,78.52941176470588,2.7058823529411766,11.529411764705882,4.0588235294117645,5.470588235294118,8.411764705882353,0.17647058823529413,0.058823529411764705,0.4117647058823529,1.2941176470588236,0.0,0.8235294117647058,1.1176470588235294,0.4117647058823529,0.8235294117647058,0.29411764705882354,0.11764705882352941,0.32,0.68,249.0,249.0,16.0,1.0,26.0,2.32,9.577,0.051,0.044,0.615,0.077,0.038,3.15,0.038,4.08,9.58,6.62,0.067,1.8,57.0,3.0,0.05,215.0,3.77
ARI,2014,REG,554.0,17.0,613.0,16.0,5298,556.0,320.0,236.0,3990.0,6028.0,3990.0,1604.0,400,1308.0,43.0,191.0,67.0,90.0,134.0,3.0,1.0,6.0,21.0,0.0,12.0,15.0,5.0,13.0,2.0,2.0,998,385,598,281.0,6.0,11.0,6.0,0.0,'11-6-0,0.647,34.294117647058826,1.1176470588235294,37.94117647058823,0.9411764705882353,318.05882352941177,34.23529411764706,19.764705882352942,14.470588235294118,239.52941176470588,369.2352941176471,240.94117647058823,96.88235294117646,24.41176470588235,78.52941176470588,2.7058823529411766,11.529411764705882,4.0588235294117645,5.470588235294118,8.411764705882353,0.17647058823529413,0.058823529411764705,0.4117647058823529,1.2941176470588236,0.0,0.8235294117647058,1.1176470588235294,0.4117647058823529,0.8235294117647058,0.29411764705882354,0.11764705882352941,0.39,0.6,6028.0,6028.0,320.0,21.0,556.0,5.31,10.842,1.24,0.947,0.576,0.022,0.038,7.18,0.038,7.18,10.84,12.47,0.015,3.27,1276.0,48.0,0.04,9288.0,7.28
ATL,2014,REG,526.0,132.0,683.0,24.0,6256,617.0,418.0,199.0,4758.0,4896.0,4758.0,2099.0,373,1498.0,34.0,233.0,75.0,93.0,117.0,8.0,8.0,11.0,28.0,1.0,15.0,17.0,10.0,15.0,2.0,0.0,1037,369,659,368.0,30.0,6.0,10.0,0.0,'6-10-0,0.375,32.875,8.25,42.6875,1.5,391.0,38.5625,26.125,12.4375,297.375,306.0,297.375,131.1875,23.3125,93.625,2.125,14.5625,4.6875,5.8125,7.3125,0.5,0.5,0.6875,1.75,0.0625,0.9375,1.0625,0.625,0.9375,0.125,0.0,0.36,0.64,4896.0,4896.0,418.0,28.0,617.0,6.03,7.935,5.322,8.338,0.677,0.024,0.045,7.71,0.045,7.71,7.94,11.38,0.029,4.02,1408.0,67.0,0.05,11014.0,7.82
BAL,2014,POST,30.0,1.0,77.0,2.0,740,72.0,46.0,26.0,551.0,744.0,551.0,218.0,53,189.0,5.0,27.0,15.0,5.0,15.0,4.0,0.0,1.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,128,49,75,61.0,0.0,11.0,7.0,0.0,'11-7-0,0.611,15.777777777777779,1.9444444444444444,36.333333333333336,0.6666666666666666,374.72222222222223,34.111111111111114,21.666666666666668,12.444444444444445,252.05555555555554,298.1666666666667,252.05555555555554,109.38888888888889,28.0,122.66666666666667,2.5555555555555554,12.277777777777779,7.111111111111111,4.944444444444445,7.555555555555555,0.7222222222222222,0.5,1.0,1.8333333333333333,0.05555555555555555,0.7777777777777778,1.1666666666666667,0.4444444444444444,0.7222222222222222,0.4444444444444444,0.2222222222222222,0.38,0.59,744.0,744.0,46.0,6.0,72.0,5.78,10.333,0.483,0.571,0.639,0.028,0.083,7.65,0.083,7.65,10.33,11.98,0.019,3.57,171.0,13.0,0.08,1291.0,7.55
BAL,2014,REG,254.0,34.0,577.0,10.0,6005,542.0,344.0,198.0,3986.0,4623.0,3986.0,1751.0,451,2019.0,41.0,194.0,113.0,84.0,121.0,9.0,9.0,17.0,27.0,0.0,12.0,18.0,7.0,11.0,7.0,3.0,1024,433,568,395.0,0.0,11.0,7.0,0.0,'11-7-0,0.611,15.777777777777779,1.9444444444444444,36.333333333333336,0.6666666666666666,374.72222222222223,34.111111111111114,21.666666666666668,12.444444444444445,252.05555555555554,298.1666666666667,252.05555555555554,109.38888888888889,28.0,122.66666666666667,2.5555555555555554,12.277777777777779,7.111111111111111,4.944444444444445,7.555555555555555,0.7222222222222222,0.5,1.0,1.8333333333333333,0.05555555555555555,0.7777777777777778,1.1666666666666667,0.4444444444444444,0.7222222222222222,0.4444444444444444,0.2222222222222222,0.42,0.55,4623.0,4623.0,344.0,27.0,542.0,5.86,8.53,3.0,4.302,0.635,0.022,0.05,7.35,0.05,7.35,8.53,11.59,0.038,4.48,1337.0,71.0,0.05,9991.0,7.47
BUF,2014,REG,726.0,45.0,631.0,15.0,5338,566.0,363.0,203.0,3856.0,4173.0,3863.0,2084.0,403,1482.0,39.0,186.0,65.0,84.0,145.0,6.0,8.0,8.0,23.0,2.0,13.0,19.0,10.0,15.0,4.0,3.0,1022,392,616,325.0,12.0,9.0,7.0,0.0,'9-7-0,0.562,45.375,2.8125,39.4375,0.9375,333.625,35.375,22.6875,12.6875,241.0,260.8125,241.4375,130.25,25.1875,92.625,2.4375,11.625,4.0625,5.25,9.0625,0.375,0.5,0.5,1.4375,0.125,0.8125,1.1875,0.625,0.9375,0.25,0.1875,0.38,0.6,4173.0,4173.0,363.0,23.0,566.0,5.22,7.373,1.051,1.146,0.641,0.023,0.041,6.81,0.041,6.83,7.37,10.64,0.02,3.68,1332.0,54.0,0.04,9201.0,6.91
CAR,2014,POST,116.0,34.0,74.0,3.0,764,65.0,41.0,24.0,444.0,578.0,444.0,197.0,71,320.0,6.0,23.0,18.0,14.0,17.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,142,71,71,45.0,6.0,9.0,9.0,0.0,'9-9-0,0.5,49.111111111111114,12.5,38.5,2.111111111111111,367.77777777777777,33.22222222222222,20.444444444444443,12.777777777777779,237.33333333333334,327.72222222222223,236.88888888888889,89.77777777777777,30.22222222222222,130.44444444444446,2.888888888888889,12.333333333333334,7.5,5.944444444444445,8.11111111111111,0.3888888888888889,0.3333333333333333,0.7777777777777778,1.5,0.05555555555555555,0.8333333333333334,1.3888888888888888,0.6111111111111112,0.9444444444444444,0.4444444444444444,0.16666666666666666,0.5,0.5,578.0,578.0,41.0,4.0,65.0,5.38,8.892,0.127,0.136,0.631,0.046,0.062,6.83,0.062,6.83,8.89,10.83,0.014,4.51,177.0,9.0,0.05,1208.0,6.82
CAR,2014,REG,768.0,191.0,619.0,35.0,5856,533.0,327.0,206.0,3828.0,5321.0,3820.0,1419.0,473,2028.0,46.0,199.0,117.0,93.0,129.0,6.0,4.0,13.0,23.0,0.0,12.0,20.0,9.0,14.0,6.0,1.0,1062,465,586,340.0,6.0,9.0,9.0,0.0,'9-9-0,0.5,49.111111111111114,12.5,38.5,2.111111111111111,367.77777777777777,33.22222222222222,20.444444444444443,12.777777777777779,237.33333333333334,327.72222222222223,236.88888888888889,89.77777777777777,30.22222222222222,130.44444444444446,2.888888888888889,12.333333333333334,7.5,5.944444444444445,8.11111111111111,0.3888888888888889,0.3333333333333333,0.7777777777777778,1.5,0.05555555555555555,0.8333333333333334,1.3888888888888888,0.6111111111111112,0.9444444444444444,0.4444444444444444,0.16666666666666666,0.44,0.55,5321.0,5321.0,327.0,23.0,533.0,5.51,9.983,1.166,1.115,0.614,0.023,0.043,7.18,0.043,7.17,9.98,11.68,0.027,4.29,1333.0,59.0,0.04,9676.0,7.26
CHI,2014,REG,776.0,67.0,675.0,21.0,5476,590.0,396.0,194.0,4035.0,4474.0,4035.0,2161.0,356,1441.0,35.0,194.0,91.0,78.0,129.0,13.0,15.0,10.0,30.0,0.0,19.0,26.0,12.0,16.0,10.0,1.0,1010,343,654,321.0,12.0,5.0,11.0,0.0,'5-11-0,0.312,48.5,4.1875,42.1875,1.3125,342.25,36.875,24.75,12.125,252.1875,279.625,252.1875,135.0625,22.25,90.0625,2.1875,12.125,5.6875,4.875,8.0625,0.8125,0.9375,0.625,1.875,0.0,1.1875,1.625,0.75,1.0,0.625,0.0625,0.34,0.65,4474.0,4474.0,396.0,30.0,590.0,5.42,7.583,0.926,1.258,0.671,0.032,0.051,6.84,0.051,6.84,7.58,10.19,0.028,4.05,1342.0,70.0,0.05,9511.0,7.09
CIN,2014,POST,42.0,8.0,41.0,3.0,265,35.0,18.0,17.0,155.0,307.0,155.0,111.0,21,110.0,3.0,7.0,6.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,59,21,38,10.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,39.411764705882355,6.117647058823529,34.470588235294116,1.3529411764705883,350.7647058823529,30.647058823529413,20.058823529411764,10.588235294117647,218.0,246.7058823529412,218.0,113.11764705882354,30.176470588235293,132.76470588235293,2.4705882352941178,10.058823529411764,7.529411764705882,5.294117647058823,8.0,0.4117647058823529,0.35294117647058826,1.2352941176470589,1.1764705882352942,0.0,1.0,1.2941176470588236,0.6470588235294118,1.1176470588235294,0.17647058823529413,0.11764705882352941,0.36,0.64,307.0,307.0,18.0,0.0,35.0,4.49,8.771,0.93,1.207,0.514,0.0,0.0,4.43,0.0,4.43,8.77,8.61,0.048,5.24,74.0,1.0,0.01,420.0,5.68
CIN,2014,REG,628.0,96.0,545.0,20.0,5698,486.0,323.0,163.0,3551.0,3887.0,3551.0,1812.0,492,2147.0,39.0,164.0,122.0,84.0,127.0,7.0,6.0,20.0,20.0,0.0,17.0,21.0,10.0,18.0,3.0,2.0,1019,479,527,362.0,18.0,10.0,7.0,0.0,'10-7-0,0.588,39.411764705882355,6.117647058823529,34.470588235294116,1.3529411764705883,350.7647058823529,30.647058823529413,20.058823529411764,10.588235294117647,218.0,246.7058823529412,218.0,113.11764705882354,30.176470588235293,132.76470588235293,2.4705882352941178,10.058823529411764,7.529411764705882,5.294117647058823,8.0,0.4117647058823529,0.35294117647058826,1.2352941176470589,1.1764705882352942,0.0,1.0,1.2941176470588236,0.6470588235294118,1.1176470588235294,0.17647058823529413,0.11764705882352941,0.47,0.52,3887.0,3887.0,323.0,20.0,486.0,5.59,7.998,11.779,16.759,0.665,0.035,0.041,7.31,0.041,7.31,8.0,10.99,0.041,4.36,1301.0,60.0,0.05,9249.0,7.11
CLE,2014,REG,442.0,163.0,550.0,18.0,5406,486.0,274.0,212.0,3678.0,5030.0,3678.0,1544.0,478,1728.0,63.0,179.0,88.0,61.0,146.0,5.0,9.0,17.0,12.0,0.0,16.0,16.0,6.0,7.0,9.0,0.0,1012,472,533,280.0,6.0,7.0,9.0,0.0,'7-9-0,0.438,27.625,10.1875,34.375,1.125,337.875,30.375,17.125,13.25,229.875,314.375,229.875,96.5,29.875,108.0,3.9375,11.1875,5.5,3.8125,9.125,0.3125,0.5625,1.0625,0.75,0.0,1.0,1.0,0.375,0.4375,0.5625,0.0,0.47,0.53,5030.0,5030.0,274.0,12.0,486.0,5.34,10.35,1.181,0.887,0.564,0.033,0.025,7.57,0.025,7.57,10.35,13.42,0.036,3.62,1238.0,41.0,0.03,9084.0,7.34
DAL,2014,POST,66.0,1.0,61.0,1.0,702,50.0,34.0,16.0,484.0,373.0,484.0,298.0,49,218.0,0.0,20.0,13.0,10.0,12.0,2.0,1.0,2.0,4.0,0.0,0.0,6.0,1.0,4.0,2.0,0.0,109,47,60,45.0,0.0,13.0,5.0,0.0,'13-5-0,0.722,32.27777777777778,2.4444444444444446,32.05555555555556,0.7222222222222222,392.44444444444446,28.61111111111111,20.11111111111111,8.5,249.55555555555554,258.22222222222223,249.55555555555554,115.83333333333333,30.944444444444443,142.88888888888889,2.6666666666666665,12.5,6.611111111111111,5.833333333333333,6.555555555555555,0.2777777777777778,0.2222222222222222,1.0555555555555556,2.2777777777777777,0.05555555555555555,0.6111111111111112,1.3888888888888888,0.7777777777777778,0.8333333333333334,0.5555555555555556,0.0,0.43,0.55,373.0,373.0,34.0,4.0,50.0,6.44,7.46,0.065,0.078,0.68,0.0,0.08,9.68,0.08,9.68,7.46,14.24,0.041,4.45,133.0,10.0,0.08,1186.0,8.92
DAL,2014,REG,515.0,43.0,516.0,12.0,6362,465.0,328.0,137.0,4008.0,4275.0,4008.0,1787.0,508,2354.0,48.0,205.0,106.0,95.0,106.0,3.0,3.0,17.0,37.0,1.0,11.0,19.0,13.0,11.0,8.0,0.0,1014,494,505,457.0,12.0,13.0,5.0,0.0,'13-5-0,0.722,32.27777777777778,2.4444444444444446,32.05555555555556,0.7222222222222222,392.44444444444446,28.61111111111111,20.11111111111111,8.5,249.55555555555554,258.22222222222223,249.55555555555554,115.83333333333333,30.944444444444443,142.88888888888889,2.6666666666666665,12.5,6.611111111111111,5.833333333333333,6.555555555555555,0.2777777777777778,0.2222222222222222,1.0555555555555556,2.2777777777777777,0.05555555555555555,0.6111111111111112,1.3888888888888888,0.7777777777777778,0.8333333333333334,0.5555555555555556,0.0,0.49,0.5,4275.0,4275.0,328.0,37.0,465.0,6.27,9.194,0.739,0.728,0.705,0.024,0.08,8.62,0.08,8.62,9.19,12.22,0.033,4.63,1301.0,91.0,0.07,10370.0,7.97
DEN,2014,POST,57.0,25.0,47.0,0.0,299,46.0,26.0,20.0,211.0,475.0,211.0,78.0,20,88.0,2.0,10.0,6.0,4.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,68,20,47,13.0,0.0,12.0,5.0,0.0,'12-5-0,0.706,52.23529411764706,22.647058823529413,39.64705882352941,0.23529411764705882,403.70588235294116,37.529411764705884,25.0,12.529411764705882,293.52941176470586,329.1764705882353,293.52941176470586,117.05882352941177,27.235294117647058,110.17647058823529,2.2941176470588234,13.941176470588236,6.117647058823529,5.764705882352941,7.705882352941177,0.4117647058823529,0.47058823529411764,0.9411764705882353,2.411764705882353,0.0,0.8823529411764706,1.0,0.4117647058823529,0.6470588235294118,0.35294117647058826,0.0,0.29,0.69,475.0,475.0,26.0,1.0,46.0,4.4,10.326,1.578,1.122,0.565,0.0,0.022,4.59,0.022,4.59,10.33,8.12,0.0,4.4,92.0,2.0,0.02,510.0,5.54
