team,season,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps,pass_snaps,win,loss,tie,record,win_pct,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct,pass_pct
CIN,2022,POST,0.0,2.0,5.0,2.0,2.0,3.0,1.0,121.0,38.0,9.0,6.0,18.0,1,0.0,0.0,0.0,0.0,194,74,120,14.0,5.0,0.0,'14-5-0,0.737,0.0,0.7894736842105263,1.4210526315789473,0.7368421052631579,1.0,0.42105263157894735,0.21052631578947367,36.1578947368421,14.894736842105264,5.473684210526316,1.894736842105263,6.105263157894737,0.10526315789473684,0.0,0.0,0.0,0.0,0.38,0.62
CIN,2022,REG,0.0,13.0,22.0,12.0,17.0,5.0,3.0,566.0,245.0,95.0,30.0,98.0,1,0.0,0.0,0.0,0.0,999,403,584,14.0,5.0,0.0,'14-5-0,0.737,0.0,0.7894736842105263,1.4210526315789473,0.7368421052631579,1.0,0.42105263157894735,0.21052631578947367,36.1578947368421,14.894736842105264,5.473684210526316,1.894736842105263,6.105263157894737,0.10526315789473684,0.0,0.0,0.0,0.0,0.4,0.58
CLE,2022,REG,0.0,11.0,25.0,9.0,10.0,15.0,1.0,576.0,250.0,102.0,34.0,59.0,3,0.0,0.0,0.0,0.0,1044,470,555,7.0,10.0,0.0,'7-10-0,0.412,0.0,0.6470588235294118,1.4705882352941178,0.5294117647058824,0.5882352941176471,0.8823529411764706,0.058823529411764705,33.88235294117647,14.705882352941176,6.0,2.0,3.4705882352941178,0.17647058823529413,0.0,0.0,0.0,0.0,0.45,0.53
DAL,2022,POST,0.0,1.0,2.0,0.0,1.0,1.0,1.0,70.0,35.0,13.0,4.0,11.0,0,0.0,0.0,0.0,0.0,145,44,101,13.0,6.0,0.0,'13-6-0,0.684,0.0,0.8947368421052632,1.5789473684210527,0.9473684210526315,1.105263157894737,0.47368421052631576,0.10526315789473684,40.05263157894737,13.052631578947368,4.2631578947368425,3.0526315789473686,6.315789473684211,0.15789473684210525,0.0,0.0,0.0,0.0,0.3,0.7
DAL,2022,REG,0.0,16.0,28.0,18.0,20.0,8.0,1.0,691.0,213.0,68.0,54.0,109.0,3,0.0,0.0,0.0,0.0,1106,489,603,13.0,6.0,0.0,'13-6-0,0.684,0.0,0.8947368421052632,1.5789473684210527,0.9473684210526315,1.105263157894737,0.47368421052631576,0.10526315789473684,40.05263157894737,13.052631578947368,4.2631578947368425,3.0526315789473686,6.315789473684211,0.15789473684210525,0.0,0.0,0.0,0.0,0.44,0.55
DEN,2022,REG,1.0,15.0,25.0,8.0,17.0,8.0,2.0,587.0,283.0,114.0,36.0,78.0,0,0.0,0.0,0.0,0.0,1082,425,641,5.0,12.0,0.0,'5-12-0,0.294,0.058823529411764705,0.8823529411764706,1.4705882352941178,0.47058823529411764,1.0,0.47058823529411764,0.11764705882352941,34.529411764705884,16.647058823529413,6.705882352941177,2.1176470588235294,4.588235294117647,0.0,0.0,0.0,0.0,0.0,0.39,0.59
DET,2022,REG,1.0,12.0,16.0,9.0,13.0,3.0,4.0,619.0,245.0,128.0,39.0,98.0,1,0.0,0.0,0.0,0.0,1082,464,604,9.0,8.0,0.0,'9-8-0,0.529,0.058823529411764705,0.7058823529411765,0.9411764705882353,0.5294117647058824,0.7647058823529411,0.17647058823529413,0.23529411764705882,36.411764705882355,14.411764705882353,7.529411764705882,2.2941176470588234,5.764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.43,0.56
GB,2022,REG,1.0,17.0,22.0,9.0,14.0,8.0,0.0,618.0,253.0,111.0,34.0,83.0,2,0.0,0.0,0.0,0.0,993,465,513,8.0,9.0,0.0,'8-9-0,0.471,0.058823529411764705,1.0,1.2941176470588236,0.5294117647058824,0.8235294117647058,0.47058823529411764,0.0,36.35294117647059,14.882352941176471,6.529411764705882,2.0,4.882352941176471,0.11764705882352941,0.0,0.0,0.0,0.0,0.47,0.52
HOU,2022,REG,1.0,16.0,27.0,10.0,14.0,13.0,0.0,671.0,288.0,152.0,39.0,74.0,1,0.0,0.0,0.0,0.0,1136,554,560,3.0,14.0,0.0,'3-14-0,0.176,0.058823529411764705,0.9411764705882353,1.588235294117647,0.5882352941176471,0.8235294117647058,0.7647058823529411,0.0,39.470588235294116,16.941176470588236,8.941176470588236,2.2941176470588234,4.352941176470588,0.058823529411764705,0.0,0.0,0.0,0.0,0.49,0.49
IND,2022,REG,0.0,10.0,24.0,10.0,15.0,10.0,3.0,657.0,263.0,110.0,44.0,84.0,2,1.0,0.0,0.0,0.0,1099,493,588,5.0,12.0,0.0,'5-12-0,0.294,0.0,0.5882352941176471,1.411764705882353,0.5882352941176471,0.8823529411764706,0.5882352941176471,0.17647058823529413,38.64705882352941,15.470588235294118,6.470588235294118,2.588235294117647,4.9411764705882355,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.45,0.54
JAX,2022,POST,0.0,0.0,2.0,1.0,0.0,2.0,0.0,65.0,39.0,11.0,3.0,15.0,0,0.0,0.0,0.0,0.0,136,50,83,10.0,9.0,0.0,'10-9-0,0.526,0.0,0.7368421052631579,1.1578947368421053,0.7368421052631579,0.8947368421052632,0.2631578947368421,0.10526315789473684,37.36842105263158,16.263157894736842,6.157894736842105,2.0,6.421052631578948,0.21052631578947367,0.0,0.0,0.0,0.0,0.37,0.61
JAX,2022,REG,0.0,14.0,20.0,13.0,17.0,3.0,2.0,645.0,270.0,106.0,35.0,107.0,4,0.0,0.0,0.0,0.0,1113,460,641,10.0,9.0,0.0,'10-9-0,0.526,0.0,0.7368421052631579,1.1578947368421053,0.7368421052631579,0.8947368421052632,0.2631578947368421,0.10526315789473684,37.36842105263158,16.263157894736842,6.157894736842105,2.0,6.421052631578948,0.21052631578947367,0.0,0.0,0.0,0.0,0.41,0.58
KC,2022,POST,0.0,3.0,3.0,2.0,1.0,2.0,1.0,131.0,26.0,5.0,9.0,20.0,1,0.0,0.0,0.0,0.0,196,69,126,17.0,3.0,0.0,'17-3-0,0.85,0.05,0.7,1.2,0.75,0.7,0.5,0.1,37.7,14.65,4.65,3.2,6.6,0.15,0.0,0.0,0.0,0.0,0.35,0.64
KC,2022,REG,1.0,11.0,21.0,13.0,13.0,8.0,1.0,623.0,267.0,88.0,55.0,112.0,2,0.0,0.0,0.0,0.0,1096,408,676,17.0,3.0,0.0,'17-3-0,0.85,0.05,0.7,1.2,0.75,0.7,0.5,0.1,37.7,14.65,4.65,3.2,6.6,0.15,0.0,0.0,0.0,0.0,0.37,0.62
LA,2022,REG,0.0,16.0,14.0,5.0,10.0,4.0,0.0,599.0,262.0,105.0,38.0,79.0,1,0.0,0.0,0.0,0.0,1052,445,593,5.0,12.0,0.0,'5-12-0,0.294,0.0,0.9411764705882353,0.8235294117647058,0.29411764705882354,0.5882352941176471,0.23529411764705882,0.0,35.23529411764706,15.411764705882353,6.176470588235294,2.235294117647059,4.647058823529412,0.058823529411764705,0.0,0.0,0.0,0.0,0.42,0.56
LAC,2022,POST,0.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,4.0,2.0,4.0,0,0.0,0.0,0.0,0.0,71,22,49,10.0,8.0,0.0,'10-8-0,0.556,0.05555555555555555,1.0,0.8888888888888888,0.3888888888888889,0.7222222222222222,0.16666666666666666,0.05555555555555555,33.72222222222222,14.11111111111111,6.277777777777778,2.3333333333333335,4.5,0.05555555555555555,0.0,0.0,0.0,0.0,0.31,0.69
LAC,2022,REG,1.0,14.0,16.0,7.0,13.0,3.0,1.0,565.0,240.0,109.0,40.0,77.0,1,0.0,0.0,0.0,0.0,1004,447,547,10.0,8.0,0.0,'10-8-0,0.556,0.05555555555555555,1.0,0.8888888888888888,0.3888888888888889,0.7222222222222222,0.16666666666666666,0.05555555555555555,33.72222222222222,14.11111111111111,6.277777777777778,2.3333333333333335,4.5,0.05555555555555555,0.0,0.0,0.0,0.0,0.45,0.54
LV,2022,REG,0.0,6.0,15.0,7.0,9.0,6.0,1.0,616.0,257.0,96.0,27.0,88.0,3,0.0,0.0,0.0,0.0,1083,445,620,6.0,11.0,0.0,'6-11-0,0.353,0.0,0.35294117647058826,0.8823529411764706,0.4117647058823529,0.5294117647058824,0.35294117647058826,0.058823529411764705,36.23529411764706,15.117647058823529,5.647058823529412,1.588235294117647,5.176470588235294,0.17647058823529413,0.0,0.0,0.0,0.0,0.41,0.57
MIA,2022,POST,0.0,2.0,3.0,1.0,3.0,0.0,1.0,41.0,15.0,6.0,7.0,10.0,1,0.0,0.0,0.0,0.0,72,25,46,9.0,9.0,0.0,'9-9-0,0.5,0.05555555555555555,0.5555555555555556,1.2777777777777777,0.3888888888888889,0.8888888888888888,0.3888888888888889,0.16666666666666666,35.166666666666664,14.666666666666666,6.777777777777778,2.611111111111111,5.722222222222222,0.16666666666666666,0.0,0.0,0.0,0.0,0.35,0.64
MIA,2022,REG,1.0,8.0,20.0,6.0,13.0,7.0,2.0,592.0,249.0,116.0,40.0,93.0,2,0.0,0.0,0.0,0.0,1091,402,665,9.0,9.0,0.0,'9-9-0,0.5,0.05555555555555555,0.5555555555555556,1.2777777777777777,0.3888888888888889,0.8888888888888888,0.3888888888888889,0.16666666666666666,35.166666666666664,14.666666666666666,6.777777777777778,2.611111111111111,5.722222222222222,0.16666666666666666,0.0,0.0,0.0,0.0,0.37,0.61
MIN,2022,POST,0.0,0.0,2.0,0.0,2.0,0.0,1.0,39.0,11.0,5.0,3.0,4.0,0,0.0,0.0,0.0,0.0,68,26,38,13.0,5.0,0.0,'13-5-0,0.722,0.0,0.8333333333333334,1.1666666666666667,0.4444444444444444,0.7777777777777778,0.3888888888888889,0.05555555555555555,40.111111111111114,13.88888888888889,6.833333333333333,2.2777777777777777,4.944444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.38,0.56
MIN,2022,REG,0.0,15.0,19.0,8.0,12.0,7.0,0.0,683.0,239.0,118.0,38.0,85.0,1,0.0,0.0,0.0,0.0,1124,457,656,13.0,5.0,0.0,'13-5-0,0.722,0.0,0.8333333333333334,1.1666666666666667,0.4444444444444444,0.7777777777777778,0.3888888888888889,0.05555555555555555,40.111111111111114,13.88888888888889,6.833333333333333,2.2777777777777777,4.944444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.41,0.58
NE,2022,REG,0.0,19.0,21.0,8.0,13.0,8.0,4.0,602.0,295.0,132.0,54.0,88.0,7,0.0,0.0,0.0,0.0,1094,426,652,8.0,9.0,0.0,'8-9-0,0.471,0.0,1.1176470588235294,1.2352941176470589,0.47058823529411764,0.7647058823529411,0.47058823529411764,0.23529411764705882,35.411764705882355,17.352941176470587,7.764705882352941,3.176470588235294,5.176470588235294,0.4117647058823529,0.0,0.0,0.0,0.0,0.39,0.6
NO,2022,REG,0.0,7.0,15.0,7.0,10.0,5.0,0.0,619.0,246.0,88.0,48.0,76.0,1,0.0,0.0,0.0,0.0,1082,485,585,7.0,10.0,0.0,'7-10-0,0.412,0.0,0.4117647058823529,0.8823529411764706,0.4117647058823529,0.5882352941176471,0.29411764705882354,0.0,36.411764705882355,14.470588235294118,5.176470588235294,2.823529411764706,4.470588235294118,0.058823529411764705,0.0,0.0,0.0,0.0,0.45,0.54
NYG,2022,POST,0.0,0.0,1.0,0.0,1.0,0.0,0.0,71.0,31.0,14.0,1.0,11.0,0,0.0,0.0,0.0,0.0,125,59,65,10.0,9.0,0.0,'10-9-0,0.526,0.0,0.3157894736842105,1.4210526315789473,0.7368421052631579,1.1578947368421053,0.3157894736842105,0.21052631578947367,34.78947368421053,15.947368421052632,7.2105263157894735,2.210526315789474,6.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.47,0.52
NYG,2022,REG,0.0,6.0,26.0,14.0,21.0,6.0,4.0,590.0,272.0,123.0,41.0,103.0,2,0.0,0.0,0.0,0.0,1079,457,607,10.0,9.0,0.0,'10-9-0,0.526,0.0,0.3157894736842105,1.4210526315789473,0.7368421052631579,1.1578947368421053,0.3157894736842105,0.21052631578947367,34.78947368421053,15.947368421052632,7.2105263157894735,2.210526315789474,6.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.42,0.56
NYJ,2022,REG,2.0,12.0,17.0,4.0,8.0,9.0,1.0,609.0,260.0,112.0,45.0,121.0,0,0.0,0.0,0.0,0.0,1093,477,601,7.0,10.0,0.0,'7-10-0,0.412,0.11764705882352941,0.7058823529411765,1.0,0.23529411764705882,0.47058823529411764,0.5294117647058824,0.058823529411764705,35.8235294117647,15.294117647058824,6.588235294117647,2.6470588235294117,7.117647058823529,0.0,0.0,0.0,0.0,0.0,0.44,0.55
PHI,2022,POST,0.0,1.0,5.0,3.0,3.0,2.0,0.0,100.0,26.0,6.0,8.0,19.0,0,0.0,0.0,0.0,0.0,150,68,80,16.0,4.0,0.0,'16-4-0,0.8,0.0,0.9,1.4,0.65,0.9,0.5,0.1,38.1,12.55,4.4,3.9,6.7,0.1,0.0,0.0,0.0,0.0,0.45,0.53
PHI,2022,REG,0.0,17.0,23.0,10.0,15.0,8.0,2.0,662.0,225.0,82.0,70.0,115.0,2,0.0,0.0,0.0,0.0,1075,437,625,16.0,4.0,0.0,'16-4-0,0.8,0.0,0.9,1.4,0.65,0.9,0.5,0.1,38.1,12.55,4.4,3.9,6.7,0.1,0.0,0.0,0.0,0.0,0.41,0.58
PIT,2022,REG,0.0,20.0,19.0,4.0,10.0,9.0,1.0,564.0,279.0,106.0,40.0,78.0,1,0.0,0.0,0.0,0.0,1026,428,580,9.0,8.0,0.0,'9-8-0,0.529,0.0,1.1764705882352942,1.1176470588235294,0.23529411764705882,0.5882352941176471,0.5294117647058824,0.058823529411764705,33.1764705882353,16.41176470588235,6.235294117647059,2.3529411764705883,4.588235294117647,0.058823529411764705,0.0,0.0,0.0,0.0,0.42,0.57
SEA,2022,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,12.0,7.0,1.0,3.0,0,0.0,0.0,0.0,0.0,65,32,32,9.0,9.0,0.0,'9-9-0,0.5,0.0,0.7777777777777778,1.3333333333333333,0.6111111111111112,1.0,0.3333333333333333,0.1111111111111111,38.666666666666664,14.5,6.722222222222222,2.5555555555555554,5.5,0.05555555555555555,0.0,0.0,0.0,0.0,0.49,0.49
SEA,2022,REG,0.0,14.0,24.0,11.0,18.0,6.0,2.0,660.0,249.0,114.0,45.0,96.0,1,0.0,0.0,0.0,0.0,1120,509,593,9.0,9.0,0.0,'9-9-0,0.5,0.0,0.7777777777777778,1.3333333333333333,0.6111111111111112,1.0,0.3333333333333333,0.1111111111111111,38.666666666666664,14.5,6.722222222222222,2.5555555555555554,5.5,0.05555555555555555,0.0,0.0,0.0,0.0,0.45,0.53
SF,2022,POST,0.0,3.0,2.0,2.0,2.0,0.0,0.0,129.0,38.0,9.0,5.0,8.0,0,0.0,0.0,0.0,0.0,194,89,103,15.0,5.0,0.0,'15-5-0,0.75,0.0,1.15,0.9,0.5,0.75,0.15,0.05,37.35,14.45,5.4,2.45,6.25,0.15,0.0,0.0,0.0,0.0,0.46,0.53
SF,2022,REG,0.0,20.0,16.0,8.0,13.0,3.0,1.0,618.0,251.0,99.0,44.0,117.0,3,0.0,0.0,0.0,0.0,1029,378,639,15.0,5.0,0.0,'15-5-0,0.75,0.0,1.15,0.9,0.5,0.75,0.15,0.05,37.35,14.45,5.4,2.45,6.25,0.15,0.0,0.0,0.0,0.0,0.37,0.62
TB,2022,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13.0,3.0,1.0,5.0,0,0.0,0.0,0.0,0.0,69,33,34,8.0,10.0,0.0,'8-10-0,0.444,0.0,0.5555555555555556,1.3333333333333333,0.6111111111111112,0.7222222222222222,0.6111111111111112,0.16666666666666666,37.77777777777778,14.222222222222221,5.277777777777778,2.5555555555555554,5.833333333333333,0.05555555555555555,0.0,0.0,0.0,0.0,0.48,0.49
TB,2022,REG,0.0,10.0,24.0,11.0,13.0,11.0,3.0,636.0,243.0,92.0,45.0,100.0,1,0.0,0.0,0.0,0.0,1077,448,614,8.0,10.0,0.0,'8-10-0,0.444,0.0,0.5555555555555556,1.3333333333333333,0.6111111111111112,0.7222222222222222,0.6111111111111112,0.16666666666666666,37.77777777777778,14.222222222222221,5.277777777777778,2.5555555555555554,5.833333333333333,0.05555555555555555,0.0,0.0,0.0,0.0,0.42,0.57
TEN,2022,REG,0.0,14.0,26.0,9.0,13.0,13.0,3.0,621.0,249.0,127.0,39.0,101.0,1,1.0,0.0,0.0,0.0,1107,379,713,7.0,10.0,0.0,'7-10-0,0.412,0.0,0.8235294117647058,1.5294117647058822,0.5294117647058824,0.7647058823529411,0.7647058823529411,0.17647058823529413,36.529411764705884,14.647058823529411,7.470588235294118,2.2941176470588234,5.9411764705882355,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.34,0.64
WAS,2022,REG,1.0,9.0,12.0,6.0,7.0,5.0,2.0,564.0,236.0,78.0,43.0,107.0,3,1.0,0.0,0.0,0.0,999,428,555,9.0,8.0,0.0,'9-8-0,0.529,0.058823529411764705,0.5294117647058824,0.7058823529411765,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.11764705882352941,33.1764705882353,13.882352941176471,4.588235294117647,2.5294117647058822,6.294117647058823,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.43,0.56
ARI,2023,REG,0.0,11.0,8.0,5.0,4.0,4.0,1.0,602.0,268.0,126.0,33.0,55.0,1,0.0,0.0,0.0,0.0,1062,510,537,4.0,13.0,0.0,'4-13-0,0.235,0.0,0.6470588235294118,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.058823529411764705,35.411764705882355,15.764705882352942,7.411764705882353,1.9411764705882353,3.235294117647059,0.058823529411764705,0.0,0.0,0.0,0.0,0.48,0.51
ATL,2023,REG,1.0,8.0,24.0,8.0,18.0,6.0,1.0,580.0,279.0,116.0,42.0,93.0,1,0.0,0.0,0.0,0.0,1092,479,593,7.0,10.0,0.0,'7-10-0,0.412,0.058823529411764705,0.47058823529411764,1.411764705882353,0.47058823529411764,1.0588235294117647,0.35294117647058826,0.058823529411764705,34.11764705882353,16.41176470588235,6.823529411764706,2.4705882352941178,5.470588235294118,0.058823529411764705,0.0,0.0,0.0,0.0,0.44,0.54
BAL,2023,POST,0.0,0.0,3.0,0.0,2.0,1.0,1.0,63.0,34.0,11.0,2.0,12.0,0,0.0,0.0,0.0,0.0,120,42,74,14.0,5.0,0.0,'14-5-0,0.737,0.05263157894736842,0.9473684210526315,1.1578947368421053,0.5263157894736842,0.8947368421052632,0.2631578947368421,0.05263157894736842,36.1578947368421,14.526315789473685,6.368421052631579,3.263157894736842,6.631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.35,0.62
BAL,2023,REG,1.0,18.0,19.0,10.0,15.0,4.0,0.0,624.0,242.0,110.0,60.0,114.0,1,0.0,0.0,0.0,0.0,1116,406,698,14.0,5.0,0.0,'14-5-0,0.737,0.05263157894736842,0.9473684210526315,1.1578947368421053,0.5263157894736842,0.8947368421052632,0.2631578947368421,0.05263157894736842,36.1578947368421,14.526315789473685,6.368421052631579,3.263157894736842,6.631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.36,0.63
BUF,2023,POST,0.0,1.0,4.0,2.0,4.0,0.0,2.0,53.0,26.0,6.0,1.0,8.0,0,0.0,0.0,0.0,0.0,110,43,62,12.0,7.0,0.0,'12-7-0,0.632,0.0,1.0,1.368421052631579,0.7894736842105263,1.0,0.42105263157894735,0.2631578947368421,34.78947368421053,13.473684210526315,6.631578947368421,2.8947368421052633,6.2105263157894735,0.10526315789473684,0.0,0.0,0.0,0.0,0.39,0.56
BUF,2023,REG,0.0,18.0,22.0,13.0,15.0,8.0,3.0,608.0,230.0,120.0,54.0,110.0,2,0.0,0.0,0.0,0.0,1020,401,606,12.0,7.0,0.0,'12-7-0,0.632,0.0,1.0,1.368421052631579,0.7894736842105263,1.0,0.42105263157894735,0.2631578947368421,34.78947368421053,13.473684210526315,6.631578947368421,2.8947368421052633,6.2105263157894735,0.10526315789473684,0.0,0.0,0.0,0.0,0.39,0.59
CAR,2023,REG,0.0,8.0,11.0,2.0,5.0,6.0,0.0,536.0,278.0,111.0,27.0,72.0,2,0.0,0.0,0.0,0.0,1018,472,509,2.0,15.0,0.0,'2-15-0,0.118,0.0,0.47058823529411764,0.6470588235294118,0.11764705882352941,0.29411764705882354,0.35294117647058826,0.0,31.529411764705884,16.352941176470587,6.529411764705882,1.588235294117647,4.235294117647059,0.11764705882352941,0.0,0.0,0.0,0.0,0.46,0.5
CHI,2023,REG,0.0,22.0,18.0,7.0,11.0,7.0,5.0,584.0,240.0,113.0,30.0,85.0,2,1.0,0.0,0.0,0.0,1040,379,650,7.0,10.0,0.0,'7-10-0,0.412,0.0,1.2941176470588236,1.0588235294117647,0.4117647058823529,0.6470588235294118,0.4117647058823529,0.29411764705882354,34.35294117647059,14.117647058823529,6.647058823529412,1.7647058823529411,5.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.36,0.62
CIN,2023,REG,0.0,17.0,16.0,8.0,12.0,5.0,1.0,598.0,263.0,115.0,44.0,104.0,1,0.0,0.0,0.0,0.0,1058,448,601,9.0,8.0,0.0,'9-8-0,0.529,0.0,1.0,0.9411764705882353,0.47058823529411764,0.7058823529411765,0.29411764705882354,0.058823529411764705,35.1764705882353,15.470588235294118,6.764705882352941,2.588235294117647,6.117647058823529,0.058823529411764705,0.0,0.0,0.0,0.0,0.42,0.57
CLE,2023,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,6.0,0.0,1.0,0,0.0,0.0,0.0,0.0,44,19,22,11.0,7.0,0.0,'11-7-0,0.611,0.0,1.0,1.1111111111111112,0.5555555555555556,0.7222222222222222,0.3888888888888889,0.1111111111111111,34.22222222222222,11.555555555555555,6.0,2.7222222222222223,5.777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.43,0.5
CLE,2023,REG,0.0,18.0,20.0,10.0,13.0,7.0,2.0,591.0,199.0,102.0,49.0,103.0,3,0.0,0.0,0.0,0.0,1006,407,584,11.0,7.0,0.0,'11-7-0,0.611,0.0,1.0,1.1111111111111112,0.5555555555555556,0.7222222222222222,0.3888888888888889,0.1111111111111111,34.22222222222222,11.555555555555555,6.0,2.7222222222222223,5.777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.4,0.58
DAL,2023,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,5.0,0.0,3.0,0,0.0,0.0,0.0,0.0,54,32,21,12.0,6.0,0.0,'12-6-0,0.667,0.05555555555555555,0.9444444444444444,1.1111111111111112,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.05555555555555555,31.77777777777778,14.5,6.222222222222222,2.5555555555555554,5.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.59,0.39
DAL,2023,REG,1.0,17.0,20.0,10.0,14.0,6.0,1.0,545.0,246.0,107.0,46.0,93.0,6,0.0,0.0,0.0,0.0,1019,449,554,12.0,6.0,0.0,'12-6-0,0.667,0.05555555555555555,0.9444444444444444,1.1111111111111112,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.05555555555555555,31.77777777777778,14.5,6.222222222222222,2.5555555555555554,5.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.44,0.54
DEN,2023,REG,1.0,11.0,26.0,14.0,17.0,9.0,0.0,597.0,255.0,122.0,42.0,96.0,1,1.0,0.0,0.0,0.0,1087,458,614,8.0,9.0,0.0,'8-9-0,0.471,0.058823529411764705,0.6470588235294118,1.5294117647058822,0.8235294117647058,1.0,0.5294117647058824,0.0,35.11764705882353,15.0,7.176470588235294,2.4705882352941178,5.647058823529412,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.42,0.56
DET,2023,POST,0.0,3.0,1.0,0.0,1.0,0.0,1.0,99.0,39.0,17.0,8.0,19.0,0,0.0,0.0,0.0,0.0,182,63,117,14.0,6.0,0.0,'14-6-0,0.7,0.05,0.95,0.8,0.35,0.65,0.15,0.2,35.65,12.75,5.3,2.45,6.7,0.05,0.05,0.0,0.0,0.0,0.35,0.64
DET,2023,REG,1.0,16.0,15.0,7.0,12.0,3.0,3.0,614.0,216.0,89.0,41.0,115.0,1,1.0,0.0,0.0,0.0,1041,401,630,14.0,6.0,0.0,'14-6-0,0.7,0.05,0.95,0.8,0.35,0.65,0.15,0.2,35.65,12.75,5.3,2.45,6.7,0.05,0.05,0.0,0.0,0.0,0.39,0.61
GB,2023,POST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,32.0,9.0,5.0,14.0,1,0.0,0.0,0.0,0.0,155,50,103,10.0,9.0,0.0,'10-9-0,0.526,0.0,0.47368421052631576,0.9473684210526315,0.631578947368421,0.5789473684210527,0.47368421052631576,0.0,37.473684210526315,15.68421052631579,6.473684210526316,2.6315789473684212,6.105263157894737,0.15789473684210525,0.0,0.0,0.0,0.0,0.32,0.66
GB,2023,REG,0.0,7.0,18.0,12.0,11.0,9.0,0.0,624.0,266.0,114.0,45.0,102.0,2,0.0,0.0,0.0,0.0,1066,484,568,10.0,9.0,0.0,'10-9-0,0.526,0.0,0.47368421052631576,0.9473684210526315,0.631578947368421,0.5789473684210527,0.47368421052631576,0.0,37.473684210526315,15.68421052631579,6.473684210526316,2.6315789473684212,6.105263157894737,0.15789473684210525,0.0,0.0,0.0,0.0,0.45,0.53
HOU,2023,POST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,27.0,14.0,7.0,12.0,2,0.0,0.0,0.0,0.0,137,62,75,11.0,8.0,0.0,'11-8-0,0.579,0.0,0.8421052631578947,1.0,0.42105263157894735,0.7368421052631579,0.2631578947368421,0.15789473684210525,37.0,16.63157894736842,7.7368421052631575,2.789473684210526,6.315789473684211,0.15789473684210525,0.0,0.0,0.0,0.0,0.45,0.55
HOU,2023,REG,0.0,14.0,19.0,8.0,14.0,5.0,3.0,616.0,289.0,133.0,46.0,108.0,1,0.0,0.0,0.0,0.0,1087,465,615,11.0,8.0,0.0,'11-8-0,0.579,0.0,0.8421052631578947,1.0,0.42105263157894735,0.7368421052631579,0.2631578947368421,0.15789473684210525,37.0,16.63157894736842,7.7368421052631575,2.789473684210526,6.315789473684211,0.15789473684210525,0.0,0.0,0.0,0.0,0.43,0.57
IND,2023,REG,1.0,15.0,25.0,11.0,17.0,9.0,2.0,648.0,270.0,135.0,51.0,100.0,4,0.0,0.0,0.0,0.0,1138,509,614,9.0,8.0,0.0,'9-8-0,0.529,0.058823529411764705,0.8823529411764706,1.4705882352941178,0.6470588235294118,1.0,0.5294117647058824,0.11764705882352941,38.11764705882353,15.882352941176471,7.9411764705882355,3.0,5.882352941176471,0.23529411764705882,0.0,0.0,0.0,0.0,0.45,0.54
JAX,2023,REG,0.0,16.0,18.0,10.0,12.0,6.0,1.0,591.0,246.0,109.0,40.0,102.0,2,0.0,0.0,0.0,0.0,1080,403,658,9.0,8.0,0.0,'9-8-0,0.529,0.0,0.9411764705882353,1.0588235294117647,0.5882352941176471,0.7058823529411765,0.35294117647058826,0.058823529411764705,34.76470588235294,14.470588235294118,6.411764705882353,2.3529411764705883,6.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.37,0.61
