game_id,season,week,team,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,offense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds
2013_17_TB_NO,2013,17,NO,REG,21,0,33,1,479,31,24,7,381,283,381,176,30,98,7,14,7,7,6,1,1,2,4,0,0,0,0,0,0,0,42,0,6,0,4,4,32,4,2,0,28,62,14,0.45,0.52,1,0,0,0,0,0,11,5,0,'11-5-0,0.688,283,283,24,4,31,7.73,9.129,0.51,0.62,0.774,0,0.129,12.29,0.129,12.29,9.13,15.88,0.067,3.27,85,10,0.12,860,10.12,34,1,43.6875,0.8125,414.6875,39.9375,27.875,12.0625,322.625,325.3125,322.625,152.1875,24.5,92.0625,2.8125,15.25,5.4375,6.0625,7.75,0.5625,0.625,0.625,2.4375,0,0.75,0.8125,0.25,0.6875,0.125,0
2013_18_NO_PHI,2013,18,NO,POST,30,3,33,1,435,28,20,8,250,304,250,62,36,185,1,11,14,7,6,0,0,1,1,0,2,0,0,0,0,0,26,0,2,4,5,6,32,3,0,0,36,68,14,0.53,0.47,0,0,0,1,0,0,12,5,0,'12-5-0,0.706,304,304,20,1,28,6.4,10.857,0.548,0.56,0.714,0.071,0.036,8.93,0.036,8.93,10.86,12.5,0.028,5.14,84,3,0.04,685,8.15,33.76470588,1.117647059,43.05882353,0.823529412,415.8823529,39.23529412,27.41176471,11.82352941,318.3529412,324.0588235,318.3529412,146.8823529,25.17647059,97.52941176,2.705882353,15,5.941176471,6.117647059,7.647058824,0.529411765,0.588235294,0.647058824,2.352941176,0,0.823529412,0.764705882,0.235294118,0.647058824,0.117647059,0
2013_19_NO_SEA,2013,19,NO,POST,40,6,43,0,417,43,24,19,309,347,309,105,27,108,2,16,6,3,9,1,2,1,1,0,0,2,1,2,0,0,15,0,1,2,6,6,43,4,0,1,27,71,13,0.38,0.61,0,0,0,0,1,0,12,6,0,'12-6-0,0.667,347,347,24,1,43,5.87,8.07,0.625,0.86,0.558,0,0.023,7.19,0.023,7.19,8.07,12.88,0.037,4,94,3,0.03,726,7.72,34.11111111,1.388888889,43.05555556,0.777777778,415.9444444,39.44444444,27.22222222,12.22222222,317.8333333,325.3333333,317.8333333,144.5555556,25.27777778,98.11111111,2.666666667,15.05555556,5.944444444,5.944444444,7.722222222,0.555555556,0.666666667,0.666666667,2.277777778,0,0.777777778,0.833333333,0.277777778,0.722222222,0.111111111,0
2013_01_NYG_DAL,2013,1,NYG,REG,44,6,46,1,500,39,27,12,450,376,450,183,14,50,0,18,3,6,5,0,0,0,4,0,3,2,2,2,0,0,33,12,4,1,8,2,45,3,1,0,13,59,16,0.22,0.76,0,0,0,0,1,0,0,1,0,'0-1-0,0,376,376,27,4,39,8.47,9.641,1.333,1.219,0.692,0.077,0.103,11.54,0.103,11.54,9.64,16.67,0,3.57,80,8,0.1,950,11.88,44,6,46,1,500,39,27,12,450,376,450,183,14,50,0,18,3,6,5,0,0,0,4,0,3,2,2,2,0,0
2013_02_DEN_NYG,2013,2,NYG,REG,61,11,50,0,385,45,28,17,362,533,362,149,19,23,5,15,3,1,10,0,1,2,1,0,4,0,0,0,0,0,29,0,2,3,8,10,50,5,0,0,19,69,18,0.28,0.72,0,1,0,0,0,0,0,2,0,'0-2-0,0,533,533,28,1,45,5.58,11.844,1.89,1.406,0.622,0.089,0.022,8.04,0.022,8.04,11.84,12.93,0.105,1.21,92,4,0.04,747,8.12,52.5,8.5,48,0.5,442.5,42,27.5,14.5,406,454.5,406,166,16.5,36.5,2.5,16.5,3,3.5,7.5,0,0.5,1,2.5,0,3.5,1,1,1,0,0
2013_03_NYG_CAR,2013,3,NYG,REG,34,5,35,1,195,25,14,11,135,290,135,44,16,60,4,5,4,3,9,0,1,0,0,0,2,2,2,1,1,0,,,0,1,7,4,34,6,0,0,16,50,14,0.32,0.68,0,0,0,0,1,0,0,3,0,'0-3-0,0,290,290,14,0,25,3.9,11.6,1.028,0.781,0.56,0.08,0,5.4,0,5.4,11.6,9.64,0,3.75,55,0,0,330,6,46.33333333,7.333333333,43.66666667,0.666666667,360,36.33333333,23,13.33333333,315.6666667,399.6666667,315.6666667,125.3333333,16.33333333,44.33333333,3,12.66666667,3.333333333,3.333333333,8,0,0.666666667,0.666666667,1.666666667,0,3,1.333333333,1.333333333,1,0.333333333,0
2013_04_NYG_KC,2013,4,NYG,REG,42,13,41,1,315,36,18,18,217,409,217,87,21,98,2,8,3,1,13,1,1,1,1,0,1,2,2,1,1,0,13,0,1,1,6,3,40,8,0,0,21,61,16,0.34,0.66,0,0,0,0,1,0,0,4,0,'0-4-0,0,409,409,18,1,36,5.16,11.361,1.45,1.125,0.5,0.028,0.028,6.03,0.028,6.03,11.36,12.06,0.048,4.67,75,3,0.04,532,7.09,45.25,8.75,43,0.75,348.75,36.25,21.75,14.5,291,402,291,115.75,17.5,57.75,2.75,11.5,3.25,2.75,9.25,0.25,0.75,0.75,1.5,0,2.5,1.5,1.5,1,0.5,0
2013_05_PHI_NYG,2013,5,NYG,REG,49,3,53,0,387,49,24,25,334,662,334,109,17,53,3,17,3,5,8,0,0,1,2,0,3,1,1,0,1,0,21,0,3,0,8,4,53,7,0,0,17,70,18,0.24,0.76,0,1,0,0,0,0,0,5,0,'0-5-0,0,662,662,24,2,49,5.53,13.51,2.348,1.531,0.49,0.061,0.041,6.82,0.041,6.82,13.51,13.92,0.059,3.12,90,5,0.06,721,8.01,46,7.6,45,0.6,356.4,38.8,22.2,16.6,299.6,454,299.6,114.4,17.4,56.8,2.8,12.6,3.2,3.2,9,0.2,0.6,0.8,1.6,0,2.6,1.4,1.4,0.8,0.6,0
2013_06_NYG_CHI,2013,6,NYG,REG,24,0,27,0,362,23,14,9,239,292,239,85,26,123,3,12,8,7,4,0,0,2,1,0,3,1,0,1,0,0,22,6,3,0,6,2,27,3,0,0,26,53,12,0.49,0.51,0,0,0,0,1,0,0,6,0,'0-6-0,0,292,292,14,1,23,6.83,12.696,1.035,0.719,0.609,0.13,0.043,10.39,0.043,10.39,12.7,17.07,0.077,4.73,63,4,0.06,601,9.54,42.33333333,6.333333333,42,0.5,357.3333333,36.16666667,20.83333333,15.33333333,289.5,427,289.5,109.5,18.83333333,67.83333333,2.833333333,12.5,4,3.833333333,8.166666667,0.166666667,0.5,1,1.5,0,2.666666667,1.333333333,1.166666667,0.833333333,0.5,0
2013_07_MIN_NYG,2013,7,NYG,REG,34,1,42,1,264,39,23,16,200,253,200,89,32,64,5,14,2,7,12,0,0,2,1,0,0,3,1,1,2,0,29,0,2,3,2,1,41,9,1,0,31,73,16,0.42,0.56,1,0,0,0,0,0,1,6,0,'1-6-0,0.143,253,253,23,1,39,3.62,6.487,0.897,1.219,0.59,0,0.026,5.13,0.026,5.13,6.49,8.7,0.062,2,94,4,0.04,464,4.94,41.14285714,5.571428571,42,0.571428571,344,36.57142857,21.14285714,15.42857143,276.7142857,402.1428571,276.7142857,106.5714286,20.71428571,67.28571429,3.142857143,12.71428571,3.714285714,4.285714286,8.714285714,0.142857143,0.428571429,1.142857143,1.428571429,0,2.285714286,1.571428571,1.142857143,0.857142857,0.714285714,0
2013_08_NYG_PHI,2013,8,NYG,REG,32,1,40,0,334,39,25,14,246,310,246,74,31,88,2,12,3,8,11,0,1,0,0,0,0,1,1,0,1,0,16,6,0,5,2,7,40,5,1,0,30,71,12,0.42,0.56,0,0,0,1,0,0,2,6,0,'2-6-0,0.25,310,310,25,0,39,4.7,7.949,1.099,1.219,0.641,0,0,6.31,0,6.31,7.95,9.84,0,2.84,95,0,0,580,6.11,40,5,41.75,0.5,342.75,36.875,21.625,15.25,272.875,390.625,272.875,102.5,22,69.875,3,12.625,3.625,4.75,9,0.125,0.5,1,1.25,0,2,1.5,1.125,0.75,0.75,0
2013_10_OAK_NYG,2013,10,NYG,REG,23,3,25,0,273,21,12,9,140,157,140,61,38,133,4,8,9,7,7,0,0,1,1,0,1,3,2,3,0,0,19,6,3,1,5,2,25,4,3,0,35,63,13,0.56,0.4,1,0,0,0,0,0,3,6,0,'3-6-0,0.333,157,157,12,1,21,4.33,7.476,0.557,0.656,0.571,0.048,0.048,6.67,0.048,6.67,7.48,11.67,0.026,3.5,71,3,0.04,413,5.82,38.11111111,4.777777778,39.88888889,0.444444444,335,35.11111111,20.55555556,14.55555556,258.1111111,364.6666667,258.1111111,97.88888889,23.77777778,76.88888889,3.111111111,12.11111111,4.222222222,5,8.777777778,0.111111111,0.444444444,1,1.222222222,0,1.888888889,1.666666667,1.222222222,1,0.666666667,0
2013_11_GB_NYG,2013,11,NYG,REG,33,0,40,3,357,34,25,9,279,264,279,127,24,78,3,9,8,4,10,2,0,1,1,0,1,0,0,0,0,0,21,0,3,2,3,4,39,5,0,0,24,63,13,0.38,0.62,1,0,0,0,0,0,4,6,0,'4-6-0,0.4,264,264,25,1,34,5.67,7.765,0.936,1.062,0.735,0.029,0.029,8.21,0.029,8.21,7.76,11.16,0.042,3.25,83,3,0.04,636,7.66,37.6,4.3,39.9,0.7,337.2,35,21,14,260.2,354.6,260.2,100.8,23.8,77,3.1,11.8,4.6,4.9,8.9,0.3,0.4,1,1.2,0,1.8,1.5,1.1,0.9,0.6,0
2013_12_DAL_NYG,2013,12,NYG,REG,33,2,32,0,376,30,16,14,174,320,174,69,31,202,1,8,11,3,9,1,1,0,2,0,0,1,1,1,0,0,22,6,1,2,4,8,32,5,0,0,31,63,12,0.49,0.51,0,1,0,0,0,0,4,7,0,'4-7-0,0.364,320,320,16,2,30,5.97,10.667,1.135,0.938,0.533,0,0.067,5.8,0.067,5.8,10.67,10.88,0,6.52,77,4,0.05,550,7.14,37.18181818,4.090909091,39.18181818,0.636363636,340.7272727,34.54545455,20.54545455,14,252.3636364,351.4545455,252.3636364,97.90909091,24.45454545,88.36363636,2.909090909,11.45454545,5.181818182,4.727272727,8.909090909,0.363636364,0.454545455,0.909090909,1.272727273,0,1.636363636,1.454545455,1.090909091,0.909090909,0.545454545,0
2013_13_NYG_WAS,2013,13,NYG,REG,33,3,32,1,315,27,22,5,235,240,235,82,23,80,1,10,5,4,8,0,0,2,1,0,1,1,0,1,0,0,24,0,3,1,4,0,31,6,2,0,21,54,14,0.39,0.57,0,0,0,1,0,0,5,7,0,'5-7-0,0.417,240,240,22,1,27,5.83,8.889,0.851,0.844,0.815,0.037,0.037,8.7,0.037,8.7,8.89,10.68,0.087,3.48,72,4,0.06,550,7.64,36.83333333,4,38.58333333,0.666666667,338.5833333,33.91666667,20.66666667,13.25,250.9166667,342.1666667,250.9166667,96.58333333,24.33333333,87.66666667,2.75,11.33333333,5.166666667,4.666666667,8.833333333,0.333333333,0.416666667,1,1.25,0,1.583333333,1.416666667,1,0.916666667,0.5,0
2013_14_NYG_SD,2013,14,NYG,REG,37,0,34,0,351,30,20,10,259,299,259,66,20,92,2,10,6,3,5,1,1,1,1,0,2,1,1,1,0,0,14,0,2,0,8,3,34,3,0,0,20,54,13,0.37,0.63,0,0,0,0,1,0,5,8,0,'5-8-0,0.385,299,299,20,1,30,6.5,9.967,1.06,0.938,0.667,0.067,0.033,8.63,0.033,8.63,9.97,12.95,0.05,4.6,70,3,0.04,610,8.71,36.84615385,3.692307692,38.23076923,0.615384615,339.5384615,33.61538462,20.61538462,13,251.5384615,338.8461538,251.5384615,94.23076923,24,88,2.692307692,11.23076923,5.230769231,4.538461538,8.538461538,0.384615385,0.461538462,1,1.230769231,0,1.615384615,1.384615385,1,0.923076923,0.461538462,0
2013_15_SEA_NYG,2013,15,NYG,REG,37,14,39,0,211,30,22,8,186,286,186,100,14,25,2,10,1,1,9,0,0,0,0,0,5,3,0,2,1,0,,,0,0,6,4,39,8,0,0,14,53,14,0.26,0.74,0,1,0,0,0,0,5,9,0,'5-9-0,0.357,286,286,22,0,30,3.98,9.533,1.014,0.938,0.733,0.167,0,6.2,0,6.2,9.53,8.45,0,1.79,66,0,0,397,6.02,36.85714286,4.428571429,38.28571429,0.571428571,330.3571429,33.35714286,20.71428571,12.64285714,246.8571429,335.0714286,246.8571429,94.64285714,23.28571429,83.5,2.642857143,11.14285714,4.928571429,4.285714286,8.571428571,0.357142857,0.428571429,0.928571429,1.142857143,0,1.857142857,1.5,0.928571429,1,0.5,0
2013_16_NYG_DET,2013,16,NYG,REG,43,2,44,0,297,41,23,18,256,451,256,109,21,41,2,13,2,6,11,1,0,0,1,1,1,2,1,1,1,0,17,0,2,3,5,4,44,6,0,0,21,65,16,0.32,0.68,0,0,0,1,0,0,6,9,0,'6-9-0,0.4,451,451,23,1,41,4.57,11,1.599,1.281,0.561,0.024,0.024,6.24,0.024,6.24,11,11.13,0,1.95,85,2,0.02,553,6.51,37.26666667,4.266666667,38.66666667,0.533333333,328.1333333,33.86666667,20.86666667,13,247.4666667,342.8,247.4666667,95.6,23.13333333,80.66666667,2.6,11.26666667,4.733333333,4.4,8.733333333,0.4,0.4,0.866666667,1.133333333,0.066666667,1.8,1.533333333,0.933333333,1,0.533333333,0
2013_17_WAS_NYG,2013,17,NYG,REG,34,0,33,0,285,30,12,18,163,230,163,56,35,122,9,7,6,3,11,0,0,1,1,0,2,3,1,1,2,0,20,0,2,3,3,1,33,8,1,0,34,68,16,0.5,0.49,1,0,0,0,0,0,7,9,0,'7-9-0,0.438,230,230,12,1,30,4.19,7.667,0.816,0.938,0.4,0.067,0.033,5.43,0.033,5.43,7.67,13.58,0.029,3.49,77,3,0.04,448,5.82,37.0625,4,38.3125,0.5,325.4375,33.625,20.3125,13.3125,242.1875,335.75,242.1875,93.125,23.875,83.25,3,11,4.8125,4.3125,8.875,0.375,0.375,0.875,1.125,0.0625,1.8125,1.625,0.9375,1,0.625,0
2013_01_TB_NYJ,2013,1,NYJ,REG,42,4,49,6,346,38,24,14,256,271,256,111,29,90,5,12,5,7,11,0,0,0,1,0,1,2,1,2,0,0,16,0,1,3,5,4,43,7,0,1,29,73,16,0.4,0.59,1,0,0,0,0,0,1,0,0,'1-0-0,1,271,271,24,1,38,4.74,7.132,1.015,1.462,0.632,0.026,0.026,6.74,0.026,6.74,7.13,10.67,0,3.1,91,2,0.02,602,6.62,42,4,49,6,346,38,24,14,256,271,256,111,29,90,5,12,5,7,11,0,0,0,1,0,1,2,1,2,0,0
2013_02_NYJ_NE,2013,2,NYJ,REG,49,1,41,2,343,32,15,17,214,443,214,64,32,129,2,8,6,6,12,0,0,1,0,0,3,3,1,2,1,0,10,0,1,1,4,4,39,9,0,0,32,71,15,0.45,0.55,0,0,0,0,1,0,1,1,0,'1-1-0,0.5,443,443,15,0,32,4.83,13.844,1.659,1.231,0.469,0.094,0,6.69,0,6.69,13.84,14.27,0.031,4.03,79,1,0.01,557,7.05,45.5,2.5,45,4,344.5,35,19.5,15.5,235,357,235,87.5,30.5,109.5,3.5,10,5.5,6.5,11.5,0,0,0.5,0.5,0,2,2.5,1,2,0.5,0
2013_03_BUF_NYJ,2013,3,NYJ,REG,55,5,29,0,513,27,16,11,331,389,331,124,41,182,2,11,6,5,9,0,1,1,2,0,2,1,0,0,1,0,27,0,3,2,6,14,29,7,0,0,41,70,18,0.59,0.41,1,0,0,0,0,0,2,1,0,'2-1-0,0.667,389,389,16,2,27,7.33,14.407,1.457,1.038,0.593,0.074,0.074,12.26,0.074,12.26,14.41,20.69,0.024,4.44,84,5,0.06,844,10.05,48.66666667,3.333333333,39.66666667,2.666666667,400.6666667,32.33333333,18.33333333,14,267,367.6666667,267,99.66666667,34,133.6666667,3,10.33333333,5.666666667,6,10.66666667,0,0.333333333,0.666666667,1,0,2,2,0.666666667,1.333333333,0.666666667,0
2013_04_NYJ_TEN,2013,4,NYJ,REG,55,24,42,3,380,32,23,9,289,308,289,108,23,91,3,11,5,4,9,0,1,0,1,0,2,2,2,2,0,0,14,6,1,2,7,7,39,5,0,0,23,62,15,0.37,0.63,0,0,0,0,1,0,2,2,0,'2-2-0,0.5,308,308,23,1,32,6.13,9.625,1.154,1.231,0.719,0.062,0.031,9.03,0.031,9.03,9.62,12.57,0,3.96,78,2,0.03,669,8.58,50.25,8.5,40.25,2.75,395.5,32.25,19.5,12.75,272.5,352.75,272.5,101.75,31.25,123,3,10.5,5.5,5.5,10.25,0,0.5,0.5,1,0,2,2,1,1.5,0.5,0
2013_05_NYJ_ATL,2013,5,NYJ,REG,35,3,26,2,317,20,16,4,199,149,199,100,22,118,1,10,5,6,5,0,0,0,3,0,0,0,0,0,0,0,30,0,3,3,5,2,24,3,0,0,22,46,14,0.48,0.52,0,0,0,1,0,0,3,2,0,'3-2-0,0.6,149,149,16,3,20,6.89,7.45,0.558,0.769,0.8,0,0.15,9.95,0.15,9.95,7.45,12.44,0,5.36,58,6,0.1,516,8.9,47.2,7.4,37.4,2.6,379.8,29.8,18.8,11,257.8,312,257.8,101.4,29.4,122,2.6,10.4,5.4,5.6,9.2,0,0.4,0.4,1.4,0,1.6,1.6,0.8,1.2,0.4,0
2013_06_PIT_NYJ,2013,6,NYJ,REG,40,6,37,0,284,32,19,13,201,368,201,82,20,83,1,14,4,3,8,0,0,0,0,0,2,1,0,1,0,0,6,0,0,2,6,3,37,7,0,0,20,57,15,0.35,0.65,0,1,0,0,0,0,3,3,0,'3-3-0,0.5,368,368,19,0,32,4.98,11.5,1.378,1.231,0.594,0.062,0,6.28,0,6.28,11.5,10.58,0,4.15,71,0,0,485,6.83,46,7.166666667,37.33333333,2.166666667,363.8333333,30.16666667,18.83333333,11.33333333,248.3333333,321.3333333,248.3333333,98.16666667,27.83333333,115.5,2.333333333,11,5.166666667,5.166666667,9,0,0.333333333,0.333333333,1.166666667,0,1.666666667,1.5,0.666666667,1.166666667,0.333333333,0
2013_07_NE_NYJ,2013,7,NYJ,REG,55,1,39,2,410,32,17,15,233,425,233,65,52,177,6,13,11,11,10,0,0,1,1,0,1,2,0,1,1,0,25,6,3,3,6,5,37,6,1,0,51,89,18,0.57,0.42,1,0,0,0,0,0,4,3,0,'4-3-0,0.571,425,425,17,1,32,4.61,13.281,1.592,1.231,0.531,0.031,0.031,7.28,0.031,7.28,13.28,13.71,0.019,3.4,101,3,0.03,643,6.37,47.28571429,6.285714286,37.57142857,2.142857143,370.4285714,30.42857143,18.57142857,11.85714286,246.1428571,336.1428571,246.1428571,93.42857143,31.28571429,124.2857143,2.857142857,11.28571429,6,6,9.142857143,0,0.285714286,0.428571429,1.142857143,0,1.571428571,1.571428571,0.571428571,1.142857143,0.428571429,0
2013_08_NYJ_CIN,2013,8,NYJ,REG,57,0,45,4,269,35,23,12,176,229,176,89,24,93,2,7,6,6,9,0,1,0,0,0,2,1,0,0,1,0,11,12,0,3,8,2,41,5,0,0,24,65,16,0.37,0.63,0,0,0,0,1,0,4,4,0,'4-4-0,0.5,229,229,23,0,35,4.14,6.543,0.858,1.346,0.657,0.057,0,5.03,0,5.03,6.54,7.65,0,3.88,82,0,0,445,5.43,48.5,5.5,38.5,2.375,357.75,31,19.125,11.875,237.375,322.75,237.375,92.875,30.375,120.375,2.75,10.75,6,6,9.125,0,0.375,0.375,1,0,1.625,1.5,0.5,1,0.5,0
2013_09_NO_NYJ,2013,9,NYJ,REG,36,0,23,1,338,20,9,11,140,77,140,119,36,198,5,6,8,4,10,0,0,2,0,0,0,0,0,0,0,0,26,0,2,4,5,5,22,5,1,0,35,58,16,0.6,0.38,1,0,0,0,0,0,5,4,0,'5-4-0,0.556,77,77,9,0,20,5.83,3.85,0.288,0.769,0.45,0,0,7,0,7,3.85,15.56,0.056,5.5,65,2,0.03,478,7.35,47.11111111,4.888888889,36.77777778,2.222222222,355.5555556,29.77777778,18,11.77777778,226.5555556,295.4444444,226.5555556,95.77777778,31,129,3,10.22222222,6.222222222,5.777777778,9.222222222,0,0.333333333,0.555555556,0.888888889,0,1.444444444,1.333333333,0.444444444,0.888888889,0.444444444,0
2013_11_NYJ_BUF,2013,11,NYJ,REG,43,2,33,0,297,26,12,14,163,275,163,41,23,134,2,6,5,2,9,1,1,1,1,0,3,2,1,1,1,0,15,6,2,1,8,3,33,6,0,0,23,56,17,0.41,0.59,0,0,0,0,1,0,5,5,0,'5-5-0,0.5,275,275,12,1,26,5.3,10.577,1.03,1,0.462,0.115,0.038,6.27,0.038,6.27,10.58,13.58,0.043,5.83,61,3,0.05,460,7.54,46.7,4.6,36.4,2,349.7,29.4,17.4,12,220.2,293.4,220.2,90.3,30.2,129.5,2.9,9.8,6.1,5.4,9.2,0.1,0.4,0.6,0.9,0,1.6,1.4,0.5,0.9,0.5,0
2013_12_NYJ_BAL,2013,12,NYJ,REG,49,8,29,2,242,22,10,12,140,283,140,38,28,102,1,8,4,1,11,0,0,0,0,0,2,1,1,0,1,0,3,0,0,1,6,2,27,8,0,0,28,55,15,0.51,0.49,0,0,0,0,1,0,5,6,0,'5-6-0,0.455,283,283,10,0,22,4.4,12.864,1.06,0.846,0.455,0.091,0,6.36,0,6.36,12.86,14,0,3.64,60,0,0,382,6.37,46.90909091,4.909090909,35.72727273,2,339.9090909,28.72727273,16.72727273,12,212.9090909,292.4545455,212.9090909,85.54545455,30,127,2.727272727,9.636363636,5.909090909,5,9.363636364,0.090909091,0.363636364,0.545454545,0.818181818,0,1.636363636,1.363636364,0.545454545,0.818181818,0.545454545,0
2013_13_MIA_NYJ,2013,13,NYJ,REG,34,5,33,1,207,26,13,13,108,260,108,67,22,99,0,6,4,2,10,0,2,0,0,0,2,1,1,0,1,0,3,0,0,1,6,1,32,7,0,0,22,54,14,0.41,0.59,0,1,0,0,0,0,5,7,0,'5-7-0,0.417,260,260,13,0,26,3.83,10,0.974,1,0.5,0.077,0,4.15,0,4.15,10,8.31,0,4.5,61,0,0,315,5.16,45.83333333,4.916666667,35.5,1.916666667,328.8333333,28.5,16.41666667,12.08333333,204.1666667,289.75,204.1666667,84,29.33333333,124.6666667,2.5,9.333333333,5.75,4.75,9.416666667,0.083333333,0.5,0.5,0.75,0,1.666666667,1.333333333,0.583333333,0.75,0.583333333,0
2013_14_OAK_NYJ,2013,14,NYJ,REG,36,0,28,2,362,24,16,8,219,131,219,123,32,143,3,9,8,7,6,0,0,2,1,0,1,1,0,1,0,0,31,0,4,3,6,2,26,2,0,0,32,58,15,0.55,0.45,1,0,0,0,0,0,6,7,0,'6-7-0,0.462,131,131,16,1,24,6.24,5.458,0.491,0.923,0.667,0.042,0.042,9.12,0.042,9.12,5.46,13.69,0.062,4.47,72,4,0.06,581,8.07,45.07692308,4.538461538,34.92307692,1.923076923,331.3846154,28.15384615,16.38461538,11.76923077,205.3076923,277.5384615,205.3076923,87,29.53846154,126.0769231,2.538461538,9.307692308,5.923076923,4.923076923,9.153846154,0.076923077,0.461538462,0.615384615,0.769230769,0,1.615384615,1.307692308,0.538461538,0.769230769,0.538461538,0
2013_15_NYJ_CAR,2013,15,NYJ,REG,41,24,36,4,324,27,15,12,167,230,167,60,28,157,1,10,7,8,7,0,0,1,1,0,1,0,0,0,0,0,21,6,2,2,7,4,32,4,0,0,28,60,15,0.47,0.53,0,0,0,0,1,0,6,8,0,'6-8-0,0.429,230,230,15,1,27,5.4,8.519,0.861,1.038,0.556,0.037,0.037,6.19,0.037,6.19,8.52,11.13,0.036,5.61,70,3,0.04,491,7.01,44.78571429,5.928571429,35,2.071428571,330.8571429,28.07142857,16.28571429,11.78571429,202.5714286,274.1428571,202.5714286,85.07142857,29.42857143,128.2857143,2.428571429,9.357142857,6,5.142857143,9,0.071428571,0.428571429,0.642857143,0.785714286,0,1.571428571,1.214285714,0.5,0.714285714,0.5,0
2013_16_CLE_NYJ,2013,16,NYJ,REG,55,0,39,2,422,37,20,17,214,262,214,98,39,208,2,13,11,12,6,0,1,1,2,0,0,0,0,0,0,0,24,0,3,2,4,2,37,3,3,0,36,76,12,0.47,0.49,1,0,0,0,0,0,7,8,0,'7-8-0,0.467,262,262,20,2,37,5.55,7.081,0.981,1.423,0.541,0,0.054,5.78,0.054,5.78,7.08,10.7,0.026,5.33,96,5,0.05,636,6.62,45.46666667,5.533333333,35.26666667,2.066666667,336.9333333,28.66666667,16.53333333,12.13333333,203.3333333,273.3333333,203.3333333,85.93333333,30.06666667,133.6,2.4,9.6,6.333333333,5.6,8.8,0.066666667,0.466666667,0.666666667,0.866666667,0,1.466666667,1.133333333,0.466666667,0.666666667,0.466666667,0
2013_17_NYJ_MIA,2013,17,NYJ,REG,59,4,32,4,374,28,18,10,220,226,220,56,42,154,1,10,10,6,9,0,0,2,0,0,0,0,0,0,0,0,20,0,2,3,2,3,28,5,3,0,39,70,12,0.56,0.4,0,0,0,1,0,0,8,8,0,'8-8-0,0.5,226,226,18,0,28,5.34,8.071,0.846,1.077,0.643,0,0,7.86,0,7.86,8.07,12.22,0.048,3.67,88,2,0.02,594,6.75,46.3125,5.4375,35.0625,2.1875,339.25,28.625,16.625,12,204.375,270.375,204.375,84.0625,30.8125,134.875,2.3125,9.625,6.5625,5.625,8.8125,0.0625,0.4375,0.75,0.8125,0,1.375,1.0625,0.4375,0.625,0.4375,0
2013_01_PHI_WAS,2013,1,PHI,REG,80,50,31,3,466,25,15,10,203,248,203,128,49,263,4,11,14,7,8,1,0,2,2,0,0,2,2,2,0,0,32,6,4,1,6,7,28,6,2,0,47,77,17,0.61,0.36,0,0,0,1,0,0,1,0,0,'1-0-0,1,248,248,15,2,25,6.05,9.92,0.45,0.481,0.6,0,0.08,8.12,0.08,8.12,9.92,13.53,0.041,5.37,89,6,0.07,669,7.52,80,50,31,3,466,25,15,10,203,248,203,128,49,263,4,11,14,7,8,1,0,2,2,0,0,2,2,2,0,0
2013_02_SD_PHI,2013,2,PHI,REG,57,29,41,2,528,37,23,14,428,452,430,224,19,100,0,15,7,5,6,0,0,1,2,0,0,1,0,0,1,1,30,0,3,4,8,3,39,3,0,0,19,58,18,0.33,0.67,0,1,0,0,0,0,1,1,0,'1-1-0,0.5,452,452,23,2,37,9.1,12.216,0.82,0.712,0.622,0,0.054,11.57,0.054,11.62,12.22,18.7,0.053,5.26,79,5,0.06,958,12.13,68.5,39.5,36,2.5,497,31,19,12,315.5,350,316.5,176,34,181.5,2,13,10.5,6,7,0.5,0,1.5,2,0,0,1.5,1,1,0.5,0.5
